Email,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,Searches
vqwe8kih@connect.np.edu.sg,20,0,8,8,12,14,13,10,10,9,2,11,2,10,2,"P01,P06,P07,P05,P12,P08"
s8u7rseg@connect.np.edu.sg,1,13,8,9,15,9,18,18,1,2,5,20,3,10,11,"P12,P07,P08,P05,P02,P15"
76py2ca1@connect.np.edu.sg,19,16,11,0,11,5,15,14,14,14,8,0,14,12,3,"P01,P02,P07,P08,P15,P10"
fyuq1n9s@yahoo.com,20,0,13,13,2,4,20,3,20,2,5,7,8,8,15,"P01,P07,P09,P15,P03,P04"
incrl2ja@connect.np.edu.sg,15,16,14,12,14,0,19,16,18,11,17,15,13,12,13,"P07,P09,P11,P02,P08,P01"
f5fgguw7@gmail.com,2,16,4,15,11,3,9,14,10,19,18,19,9,7,16,"P10,P12,P11,P02,P15,P04"
71eldo5t@gmail.com,0,20,8,12,17,17,4,13,5,12,5,17,4,17,13,"P02,P05,P06,P12,P14,P08"
0uf4ggh7@connect.np.edu.sg,4,20,18,17,3,20,14,1,19,18,20,16,9,15,10,"P02,P06,P11,P09,P03,P10"
1snzueo4@gmail.com,18,14,12,2,11,8,1,11,15,6,14,13,8,11,8,"P01,P09,P02,P11,P12,P03"
g1bcrp52@gmail.com,9,17,3,6,19,16,1,11,1,9,18,7,4,6,18,"P05,P11,P15,P02,P06,P08"
y3nccp1p@outlook.com,12,13,4,6,1,14,10,2,7,12,11,9,6,4,14,"P06,P15,P02,P01,P10,P11"
2gu52y2j@outlook.com,5,9,3,16,0,18,7,17,20,8,6,4,14,0,0,"P09,P06,P08,P04,P13,P02"
9cq9vvl7@gmail.com,14,12,19,8,2,15,2,2,14,19,4,12,9,17,6,"P03,P10,P14,P06,P01,P09"
bi7hwa2f@yahoo.com,20,0,15,14,7,7,16,0,15,16,16,8,11,19,8,"P01,P14,P07,P10,P11,P03"
kxa6fmpk@yahoo.com,10,18,20,8,18,6,11,20,17,10,13,14,10,11,0,"P03,P08,P02,P05,P09,P12"
s6bq69qv@connect.np.edu.sg,12,1,3,3,7,18,1,15,12,6,0,9,19,6,9,"P13,P06,P08,P01,P09,P12"
75q52edk@outlook.com,14,0,14,20,15,0,18,3,15,3,2,5,8,6,20,"P04,P15,P07,P05,P15,P01"
ou7em0c3@yahoo.com,12,9,20,15,18,13,12,13,8,2,19,8,2,5,15,"P03,P11,P05,P04,P15,P06"
mvh9bdtw@gmail.com,13,1,15,0,20,2,17,12,10,13,12,0,16,12,14,"P05,P07,P13,P03,P15,P01"
uy07joks@connect.np.edu.sg,9,19,10,9,17,12,13,13,4,14,5,11,19,0,20,"P15,P02,P13,P05,P10,P07"
b34qvedd@yahoo.com,12,1,8,17,6,13,5,10,4,9,4,16,9,3,3,"P04,P12,P06,P01,P08,P10"
xjqe25d4@outlook.com,13,20,8,7,10,13,3,5,1,17,11,15,8,13,9,"P02,P10,P12,P01,P06,P14"
ckqtoqmk@outlook.com,20,16,3,1,5,4,1,10,14,3,10,20,5,12,12,"P01,P12,P02,P09,P15,P15"
8hgevjy6@yahoo.com,4,3,19,20,13,3,12,13,2,10,6,19,0,3,18,"P04,P03,P12,P15,P05,P08"
xd38u7ec@outlook.com,12,20,2,3,17,7,15,3,15,6,17,0,9,18,6,"P02,P14,P05,P11,P07,P09"
lx0oj5kh@outlook.com,10,4,15,10,14,3,15,18,11,12,3,9,5,0,1,"P08,P03,P07,P05,P10,P09"
ov4hxo3q@gmail.com,6,0,12,5,5,13,17,3,8,8,4,18,14,19,13,"P14,P12,P07,P13,P06,P15"
8ycakyhq@yahoo.com,7,1,8,8,1,20,1,19,11,16,18,6,3,3,12,"P06,P08,P11,P10,P15,P09"
k5tampmu@gmail.com,19,3,15,11,17,10,17,2,11,1,6,12,16,8,2,"P01,P05,P05,P13,P03,P12"
caxyap1p@yahoo.com,4,0,0,3,9,20,11,19,1,15,1,20,6,16,13,"P06,P12,P08,P14,P10,P15"
zvx5s8ys@outlook.com,4,4,4,18,9,9,11,1,15,3,4,9,14,13,8,"P04,P09,P13,P14,P07,P05"
jks697ks@outlook.com,8,14,8,6,11,19,3,4,2,11,18,12,7,19,18,"P06,P14,P11,P15,P02,P12"
8xf4wuj7@yahoo.com,11,6,15,5,12,15,17,4,6,12,14,14,9,9,1,"P07,P03,P06,P11,P12,P05"
s5z80yha@yahoo.com,8,14,17,5,19,6,17,1,20,16,18,2,17,3,14,"P09,P05,P11,P03,P07,P13"
6zt1jimd@yahoo.com,0,0,2,17,4,7,2,10,8,13,11,18,15,8,4,"P12,P04,P13,P10,P11,P08"
d34yoa71@outlook.com,4,15,16,0,9,7,3,11,14,10,17,3,13,16,15,"P11,P03,P14,P02,P15,P09"
psbcg0zv@gmail.com,6,2,2,17,0,15,2,15,3,8,8,17,20,2,7,"P13,P04,P12,P06,P06,P10"
jqkdmtjh@connect.np.edu.sg,2,3,7,12,3,0,15,16,5,9,6,10,20,14,6,"P13,P08,P07,P14,P04,P08"
ergcid48@gmail.com,14,15,15,10,17,16,19,12,15,1,16,14,11,3,15,"P07,P05,P06,P11,P02,P03"
ym9breun@gmail.com,4,8,19,20,13,16,20,6,14,6,18,7,0,16,19,"P04,P07,P03,P15,P04,P06"
afw31vls@gmail.com,3,18,6,13,6,18,8,0,10,15,3,19,10,15,11,"P12,P02,P06,P10,P14,P04"
1kgspoij@gmail.com,18,18,1,2,8,3,10,12,17,18,20,16,6,7,15,"P11,P01,P02,P10,P09,P12"
4ql7g877@gmail.com,11,7,12,2,12,3,11,1,8,3,19,19,5,6,19,"P11,P12,P15,P03,P05,P01"
pxsklrww@connect.np.edu.sg,3,0,17,4,13,3,2,15,2,17,13,15,15,3,5,"P03,P10,P08,P12,P13,P05"
lbij5fnd@gmail.com,16,11,8,13,2,12,19,2,18,9,12,20,18,14,11,"P12,P07,P09,P13,P01,P14"
x6mcm9fw@outlook.com,1,0,7,2,2,0,19,9,11,16,18,16,2,14,19,"P07,P15,P11,P10,P12,P14"
vrvc4q9a@yahoo.com,11,11,14,3,16,7,16,14,13,3,9,3,15,12,14,"P05,P07,P13,P03,P08,P15"
h8lzk4mv@outlook.com,12,9,3,16,18,9,7,13,4,2,12,3,15,17,5,"P05,P14,P04,P13,P08,P01"
6lw2u4x2@gmail.com,19,11,5,8,8,3,8,18,4,4,17,19,8,9,7,"P01,P12,P08,P11,P02,P14"
40n3w84c@yahoo.com,10,11,13,6,8,4,11,2,11,0,4,13,5,8,1,"P03,P12,P02,P07,P09,P01"
hokjswdv@gmail.com,7,2,13,2,3,17,0,17,8,15,4,20,16,1,0,"P12,P06,P08,P13,P10,P03"
pv8g2kkm@connect.np.edu.sg,9,15,1,10,14,19,5,2,5,10,6,10,6,3,7,"P06,P02,P05,P04,P10,P12"
g02uu13y@yahoo.com,8,10,17,16,14,2,6,7,17,4,17,14,1,17,15,"P03,P09,P11,P14,P04,P15"
pqtxtgy4@outlook.com,9,6,6,13,13,8,18,14,2,18,3,4,10,7,6,"P07,P10,P08,P04,P05,P13"
lx4rqdgo@gmail.com,13,0,16,11,11,0,17,9,9,7,9,0,15,5,2,"P07,P03,P13,P01,P04,P05"
kbxxzasq@outlook.com,7,10,7,9,6,16,8,16,18,12,2,3,5,10,3,"P09,P06,P08,P10,P02,P14"
xx2wr6q2@outlook.com,14,19,14,6,3,14,2,9,9,20,6,12,20,7,0,"P10,P13,P02,P01,P03,P06"
xl2qb4ys@gmail.com,13,8,10,15,18,2,15,10,20,19,6,1,19,13,13,"P09,P10,P13,P05,P04,P07"
4xenpu0u@outlook.com,9,15,17,17,18,19,16,0,1,0,11,19,16,20,17,"P14,P06,P12,P05,P03,P04"
qc8ifsw0@outlook.com,11,10,15,12,18,15,10,14,12,5,10,3,13,3,12,"P05,P03,P06,P08,P13,P04"
gnh902o3@outlook.com,18,6,16,7,9,15,3,9,8,5,12,13,20,13,10,"P13,P01,P03,P06,P12,P14"
o2rzgboz@connect.np.edu.sg,15,0,12,16,5,7,5,7,15,9,3,16,6,4,1,"P04,P12,P01,P09,P03,P10"
szljah94@yahoo.com,18,10,3,0,12,10,8,5,5,12,4,19,7,20,17,"P14,P02,P01,P15,P05,P10"
ethdferi@connect.np.edu.sg,10,17,16,9,6,5,18,12,13,2,14,19,13,20,5,"P14,P12,P07,P02,P03,P11"
p4kzut56@gmail.com,1,1,4,3,11,3,2,1,2,7,13,20,7,4,0,"P12,P11,P05,P13,P13,P03"
ufzhpvo9@yahoo.com,14,5,15,1,19,6,11,16,2,15,14,3,17,14,2,"P05,P13,P08,P03,P10,P01"
yaqxdott@yahoo.com,20,14,3,18,3,2,12,15,1,5,13,20,8,14,13,"P01,P12,P04,P08,P02,P14"
1huvpqho@outlook.com,14,12,17,14,12,6,18,3,10,19,2,16,6,4,1,"P10,P07,P03,P12,P01,P04"
bggw33ke@outlook.com,16,12,16,17,4,3,14,15,17,14,2,6,3,7,6,"P04,P09,P01,P03,P08,P07"
2kw7d8df@gmail.com,16,9,13,1,10,7,1,15,0,17,8,15,13,11,14,"P10,P01,P08,P12,P15,P03"
4q4qmj0s@yahoo.com,19,16,3,2,18,12,0,19,18,12,20,11,13,15,4,"P11,P01,P08,P05,P09,P02"
xxc7aluc@gmail.com,1,0,17,11,3,7,2,13,8,15,16,19,11,14,12,"P12,P03,P11,P10,P14,P08"
28yyofkk@outlook.com,10,15,19,4,0,20,5,12,7,16,18,2,18,19,17,"P06,P03,P14,P11,P13,P15"
6pihhee1@gmail.com,16,1,18,20,14,19,4,14,18,9,13,10,11,16,12,"P10,P06,P03,P09,P01,P14"
v8fmpevj@gmail.com,1,17,18,19,11,18,18,0,13,19,1,4,13,14,2,"P04,P10,P03,P13,P07,P02"
g7p9aldr@outlook.com,0,4,11,19,6,15,20,18,2,19,12,19,12,9,9,"P07,P04,P10,P12,P08,P06"
0j0j7rdy@yahoo.com,17,19,16,9,15,9,8,6,4,15,5,6,12,13,20,"P15,P02,P01,P03,P05,P10"
uctzbvrv@outlook.com,10,4,11,3,11,0,6,1,10,13,4,11,6,13,16,"P15,P10,P14,P03,P05,P12"
5epxshoz@gmail.com,2,11,16,9,5,5,20,5,4,17,2,4,4,14,13,"P07,P10,P03,P14,P15,P02"
1kgx6nl3@outlook.com,2,1,11,20,8,16,17,12,12,9,17,9,0,4,3,"P04,P07,P11,P06,P08,P09"
jziuv0fg@outlook.com,5,19,15,11,16,18,6,11,4,6,9,0,14,6,4,"P02,P06,P05,P03,P13,P04"
ndt68jo4@gmail.com,3,16,9,12,0,16,9,10,3,2,15,12,7,20,2,"P14,P02,P06,P11,P04,P12"
q3xpttsw@connect.np.edu.sg,5,17,15,8,9,6,20,18,7,14,13,5,12,8,6,"P07,P08,P02,P03,P10,P11"
ypleal8w@outlook.com,13,11,18,7,16,20,16,1,17,7,5,11,11,18,0,"P06,P03,P14,P09,P05,P07"
u10tktv9@gmail.com,19,6,13,7,13,16,15,3,11,19,11,4,18,15,19,"P01,P10,P15,P13,P06,P07"
hjjx5gq2@gmail.com,6,0,20,2,13,0,14,16,18,13,14,5,11,7,17,"P03,P09,P15,P08,P07,P11"
hlg0t4wb@yahoo.com,12,19,12,15,3,19,20,11,5,17,16,0,7,7,3,"P07,P02,P06,P10,P03,P04"
ado1jdke@yahoo.com,18,12,19,5,6,14,3,9,4,8,19,2,7,10,15,"P03,P11,P01,P15,P06,P02"
47wqwj70@outlook.com,18,12,18,12,5,13,3,10,4,4,5,6,1,11,20,"P15,P01,P07,P06,P02,P04"
r6vmr167@outlook.com,17,2,15,5,10,20,5,17,0,13,12,14,8,2,11,"P06,P01,P08,P03,P12,P13"
jqtxkj58@outlook.com,12,13,2,18,10,10,17,16,0,4,6,6,15,12,11,"P04,P07,P08,P13,P02,P01"
d3vlyvv2@gmail.com,15,4,20,7,0,10,16,9,19,17,12,20,5,6,19,"P03,P12,P09,P15,P10,P07"
g82sl5zg@connect.np.edu.sg,17,18,8,2,10,2,17,12,5,0,7,0,14,9,20,"P15,P02,P01,P07,P13,P08"
qfhi5pm8@outlook.com,10,3,17,5,8,11,4,9,14,12,19,5,17,18,11,"P11,P14,P03,P13,P09,P10"
8x8o8t34@connect.np.edu.sg,20,0,4,3,13,16,10,11,10,14,3,7,15,9,4,"P01,P06,P13,P10,P07,P08"
3yko42ju@outlook.com,12,16,4,2,2,18,9,12,19,12,15,10,15,7,17,"P09,P06,P03,P02,P11,P13"
w7y777pz@connect.np.edu.sg,0,1,6,6,5,2,9,7,16,8,17,12,16,5,17,"P11,P15,P09,P13,P12,P07"
djxvrowy@yahoo.com,20,18,6,1,4,20,10,16,4,1,15,1,19,13,13,"P01,P06,P12,P02,P08,P11"
vallokkl@connect.np.edu.sg,7,12,3,14,13,20,11,10,18,5,15,19,0,2,5,"P06,P12,P09,P11,P04,P05"
9rqbysjh@connect.np.edu.sg,20,12,10,18,2,1,14,17,0,13,8,1,11,11,18,"P01,P04,P15,P08,P07,P10"
pacvew9i@connect.np.edu.sg,16,15,20,0,12,19,15,4,8,15,19,8,9,8,3,"P03,P06,P11,P01,P02,P04"
h05hb4bs@yahoo.com,0,15,10,20,1,19,16,9,17,15,7,2,1,18,11,"P04,P06,P14,P09,P07,P02"
pplg1lha@gmail.com,6,2,20,18,10,19,2,0,20,14,17,17,4,9,9,"P03,P09,P06,P04,P11,P12"
bget1qh9@outlook.com,3,6,5,7,0,16,19,14,13,8,10,16,4,1,5,"P07,P06,P12,P08,P09,P11"
t1zssa33@yahoo.com,20,19,20,3,9,7,10,2,10,9,2,12,6,7,5,"P01,P03,P02,P12,P07,P09"
zvh7vbh1@connect.np.edu.sg,5,18,0,2,9,8,10,3,11,1,17,3,8,20,16,"P14,P02,P11,P15,P09,P07"
obuuvo1i@gmail.com,10,13,5,3,18,19,2,7,10,20,17,9,12,18,13,"P10,P06,P05,P14,P11,P02"
6xof939n@connect.np.edu.sg,19,15,17,2,8,2,14,17,2,15,0,14,11,18,7,"P01,P14,P03,P08,P02,P10"
rozhid0c@connect.np.edu.sg,12,15,2,1,5,3,7,7,16,13,7,14,13,13,1,"P09,P02,P12,P10,P13,P14"
eyf6zvnx@connect.np.edu.sg,9,13,20,20,11,17,14,6,18,6,10,12,5,10,5,"P03,P04,P09,P06,P08,P02"
6mieaz19@yahoo.com,13,15,4,19,15,17,4,12,18,10,4,0,16,17,8,"P04,P09,P06,P14,P13,P02"
4cqiusvl@outlook.com,5,3,4,13,12,14,18,11,19,16,13,14,7,18,0,"P09,P07,P14,P10,P06,P12"
yen1v006@connect.np.edu.sg,0,12,15,0,18,14,5,12,7,2,6,15,8,4,15,"P05,P03,P12,P15,P06,P02"
unotye84@outlook.com,12,10,15,4,14,17,16,1,8,5,16,17,13,6,6,"P06,P12,P07,P11,P03,P05"
1qgx8gpz@gmail.com,1,19,14,10,16,7,17,4,9,7,9,16,9,7,1,"P02,P07,P05,P12,P06,P04"
45ja85o2@gmail.com,20,8,16,9,10,14,1,3,18,17,16,16,14,8,15,"P01,P09,P10,P03,P11,P12"
en3873kx@gmail.com,12,19,8,8,7,8,6,13,20,12,10,3,17,7,3,"P09,P02,P13,P08,P01,P10"
8q95j0ya@gmail.com,7,7,14,2,4,14,19,1,5,0,0,17,13,15,10,"P07,P12,P14,P03,P06,P13"
q81j5x2r@gmail.com,15,15,9,3,1,4,15,1,8,0,11,1,17,11,19,"P15,P13,P15,P02,P07,P11"
ps1aptn4@connect.np.edu.sg,5,2,8,14,7,5,1,11,19,15,20,18,12,18,5,"P11,P09,P12,P14,P10,P04"
x4h2ia05@gmail.com,1,14,5,10,17,7,17,12,7,17,20,16,2,10,6,"P11,P05,P07,P10,P12,P02"
9zljeibz@connect.np.edu.sg,13,9,4,9,20,5,1,2,5,1,15,14,2,5,16,"P05,P15,P11,P12,P01,P02"
phwwqbm0@yahoo.com,9,16,17,3,0,13,18,1,7,2,12,14,19,7,3,"P13,P07,P03,P02,P12,P06"
2qmcywcl@gmail.com,20,12,20,5,14,6,12,17,7,18,10,6,17,5,17,"P01,P03,P10,P08,P13,P15"
ep9ja67r@connect.np.edu.sg,0,3,4,13,18,17,4,15,8,7,12,7,6,3,18,"P05,P05,P06,P08,P04,P11"
3d9sc24h@outlook.com,19,3,19,9,1,3,17,5,3,13,18,14,0,10,4,"P01,P03,P11,P07,P12,P10"
ybiqkc5c@gmail.com,9,8,8,12,10,7,6,9,8,8,3,19,15,1,20,"P15,P12,P13,P04,P05,P01"
4jbs9tav@gmail.com,0,4,6,4,0,19,19,3,13,15,6,20,8,4,7,"P12,P06,P07,P10,P09,P13"
cb9kn89q@gmail.com,17,15,10,9,14,14,12,13,19,8,2,1,14,2,6,"P09,P01,P02,P05,P06,P13"
ftqumamz@gmail.com,5,2,0,14,2,12,12,2,5,9,12,1,0,14,15,"P15,P04,P14,P06,P07,P11"
lo3k993d@outlook.com,9,8,14,1,9,17,14,5,19,4,15,2,4,7,8,"P09,P06,P11,P03,P07,P01"
siiig35c@connect.np.edu.sg,10,15,5,8,6,13,6,8,20,3,5,16,2,9,1,"P09,P12,P02,P06,P01,P14"
scbshzcc@gmail.com,16,9,20,17,13,0,6,9,8,5,17,4,6,6,3,"P03,P04,P11,P01,P05,P02"
fngv3mli@yahoo.com,20,16,19,8,15,10,2,2,14,15,12,4,11,8,2,"P01,P03,P02,P05,P10,P09"
hzh2alta@outlook.com,4,3,5,9,19,8,5,2,15,2,10,12,2,2,18,"P05,P15,P09,P12,P11,P04"
ugvhd8rd@gmail.com,3,19,1,6,3,11,15,1,1,17,0,9,14,2,11,"P02,P10,P07,P13,P06,P15"
znzccbi0@outlook.com,5,12,14,8,0,5,2,11,10,12,5,8,13,12,9,"P03,P13,P02,P10,P14,P08"
aja22685@yahoo.com,12,9,11,15,6,3,5,12,4,5,8,1,13,1,0,"P04,P13,P01,P08,P03,P02"
kh90b3xf@gmail.com,7,16,1,6,9,4,14,15,14,3,12,7,7,9,13,"P02,P08,P07,P09,P15,P11"
1k43t25t@gmail.com,6,4,13,4,0,18,8,12,7,7,5,5,20,6,9,"P13,P06,P03,P08,P15,P07"
x92usgf2@yahoo.com,19,2,3,0,9,9,3,0,4,11,1,5,5,2,4,"P01,P10,P05,P06,P12,P13"
6zp3dr3b@outlook.com,8,20,3,12,3,0,19,5,15,10,1,1,2,19,16,"P02,P07,P14,P15,P15,P04"
0wgp0mym@yahoo.com,10,5,20,9,18,16,14,20,12,7,1,8,9,8,0,"P03,P08,P03,P06,P07,P09"
uvubdmnc@gmail.com,17,16,18,12,18,10,20,18,3,12,9,7,4,9,6,"P07,P03,P05,P08,P01,P02"
ikngpdoz@yahoo.com,10,18,3,17,1,1,4,4,17,16,16,3,17,15,18,"P02,P15,P04,P09,P13,P01"
worxb0m5@yahoo.com,10,17,19,6,6,2,2,12,16,18,14,12,0,3,4,"P03,P10,P02,P09,P11,P08"
61o10jf8@gmail.com,8,1,15,13,3,18,14,5,8,20,4,18,19,17,9,"P10,P13,P06,P12,P14,P09"
r59m6zk1@yahoo.com,9,19,8,2,4,12,8,14,7,10,18,6,3,19,15,"P02,P14,P11,P15,P08,P06"
zjv5kwuq@yahoo.com,11,17,18,15,19,6,20,3,5,17,1,1,17,4,15,"P07,P05,P03,P02,P10,P13"
iog1mssy@yahoo.com,5,5,4,9,1,19,12,1,18,17,10,5,20,16,1,"P13,P06,P09,P10,P14,P05"
jyi4lxjp@yahoo.com,9,14,4,13,12,15,4,16,11,4,18,5,19,6,11,"P13,P11,P08,P06,P02,P04"
2rma167e@yahoo.com,1,9,16,8,19,9,15,16,2,14,3,7,7,13,9,"P05,P03,P08,P07,P10,P14"
6h6fps5l@gmail.com,2,3,18,14,12,13,11,8,20,7,8,5,8,5,2,"P09,P03,P04,P06,P05,P07"
p1ib2jdv@gmail.com,17,0,9,9,10,9,8,3,11,5,15,6,16,8,5,"P03,P13,P11,P09,P05,P03"
k7lmp56p@connect.np.edu.sg,17,14,3,17,1,11,19,0,17,5,8,18,1,13,19,"P07,P15,P12,P01,P04,P09"
qh8p710o@gmail.com,15,18,7,3,6,20,10,15,5,13,19,12,12,2,6,"P06,P11,P02,P01,P08,P10"
t1phdicd@connect.np.edu.sg,13,17,0,1,14,15,17,8,17,20,17,5,7,16,8,"P10,P02,P07,P09,P11,P14"
jce6x8cb@connect.np.edu.sg,17,8,15,1,18,16,11,9,1,9,6,20,11,1,6,"P12,P05,P01,P06,P03,P07"
j7lmrlss@gmail.com,3,4,12,5,14,18,14,1,18,4,7,4,7,14,0,"P06,P09,P05,P07,P14,P04"
yf3p9p3q@gmail.com,10,6,5,17,13,15,17,3,18,11,18,16,7,1,7,"P09,P11,P04,P07,P12,P06"
o71qfaz5@connect.np.edu.sg,14,13,16,9,2,14,10,15,14,12,13,17,19,16,4,"P05,P12,P03,P14,P08,P01"
52ttcf18@outlook.com,5,4,4,5,13,6,6,14,15,16,20,7,8,16,15,"P11,P10,P14,P09,P15,P08"
2u3zqwne@gmail.com,0,17,7,16,6,6,16,0,0,8,0,0,5,11,8,"P02,P04,P07,P14,P10,P15"
rnnoz6or@connect.np.edu.sg,7,1,6,7,20,15,10,11,3,15,2,17,16,5,15,"P05,P12,P13,P06,P10,P15"
y7r7mo4k@outlook.com,8,5,18,20,16,6,11,10,19,0,13,16,12,11,17,"P04,P09,P03,P15,P05,P12"
wlque7hl@yahoo.com,14,15,16,0,11,11,11,10,2,10,0,5,6,5,18,"P15,P03,P02,P01,P05,P06"
ej13r68c@connect.np.edu.sg,15,10,12,16,9,13,13,18,10,1,13,6,9,5,2,"P08,P04,P01,P06,P07,P11"
pyitq194@outlook.com,12,15,13,10,12,6,15,20,11,16,4,16,5,0,16,"P08,P10,P12,P15,P02,P07"
0ahd7ot9@outlook.com,8,10,1,7,16,10,9,1,20,8,10,5,17,20,1,"P09,P14,P13,P05,P02,P06"
d7jhm412@outlook.com,8,7,1,3,12,13,1,12,5,11,0,8,10,5,0,"P06,P05,P08,P10,P13,P01"
p6l6winh@connect.np.edu.sg,11,7,5,16,10,14,6,18,9,0,9,17,17,7,20,"P15,P08,P12,P13,P04,P06"
ybamm2t7@yahoo.com,8,20,5,14,4,8,12,6,8,10,6,13,7,0,3,"P02,P04,P12,P07,P10,P01"
ccuuji42@gmail.com,4,17,8,5,20,5,18,11,15,17,4,4,1,20,6,"P05,P14,P07,P02,P10,P09"
x5ryue49@yahoo.com,5,9,0,19,17,14,16,13,5,0,19,16,1,11,1,"P04,P11,P05,P07,P12,P06"
8yizk762@gmail.com,0,14,11,12,3,2,0,6,17,6,15,6,9,20,19,"P14,P15,P09,P11,P02,P04"
vjdogxya@connect.np.edu.sg,20,5,1,10,11,20,13,13,16,17,19,18,1,9,17,"P01,P06,P11,P12,P10,P15"
oamx70nd@connect.np.edu.sg,2,9,7,6,16,10,0,20,11,9,6,12,16,18,20,"P08,P15,P14,P05,P13,P12"
gxdc8975@gmail.com,11,5,2,10,0,20,11,5,2,15,13,4,1,6,13,"P06,P10,P11,P15,P01,P07"
ilicf3rs@yahoo.com,17,14,6,5,9,19,17,3,4,14,9,16,2,3,5,"P06,P01,P13,P12,P02,P10"
594m7w2d@outlook.com,13,5,11,18,19,8,15,7,12,15,2,0,3,5,12,"P05,P04,P07,P10,P01,P09"
w5s1riqy@yahoo.com,3,19,15,10,18,5,8,18,6,9,7,18,10,14,14,"P02,P05,P08,P12,P03,P14"
u4ahzedp@outlook.com,7,8,0,1,0,10,13,20,13,20,3,2,15,18,3,"P08,P10,P14,P13,P07,P09"
lqe954j6@gmail.com,1,18,11,7,4,3,19,20,7,20,1,3,4,16,4,"P08,P10,P07,P02,P15,P03"
9amv2di8@yahoo.com,15,10,19,4,19,5,13,14,7,14,17,5,8,16,5,"P03,P05,P11,P14,P01,P08"
r6pbfvt8@yahoo.com,13,16,9,7,4,7,0,1,3,8,5,3,11,0,2,"P02,P01,P13,P03,P10,P04"
mlb54m75@gmail.com,9,4,8,19,14,7,0,0,6,7,11,11,7,7,11,"P04,P05,P11,P12,P15,P01"
0uioyztj@gmail.com,5,13,2,12,2,3,7,19,7,1,11,8,8,0,10,"P08,P02,P04,P11,P15,P12"
3q2rxt61@connect.np.edu.sg,7,5,19,16,1,11,12,15,3,3,3,3,3,15,9,"P03,P04,P08,P14,P07,P06"
phs6lhf2@outlook.com,9,11,8,18,9,4,10,10,19,1,9,8,18,6,20,"P15,P09,P04,P13,P02,P07"
q22jduql@outlook.com,12,10,12,17,1,10,8,4,2,6,14,5,16,2,0,"P04,P13,P11,P01,P03,P02"
zmdlvr6l@connect.np.edu.sg,4,15,4,17,14,11,0,5,14,13,2,17,2,9,11,"P04,P12,P02,P05,P09,P10"
rajkib0v@outlook.com,5,0,4,15,14,2,17,2,11,20,19,3,19,4,4,"P10,P04,P13,P07,P04,P05"
u6xqctg9@outlook.com,9,18,17,12,4,14,12,10,15,19,18,13,3,16,8,"P10,P02,P11,P03,P14,P09"
c0b4xyct@yahoo.com,12,6,9,4,0,7,7,5,18,3,16,18,1,2,1,"P09,P12,P11,P01,P03,P06"
ix99ofnh@yahoo.com,6,17,3,14,8,17,16,2,8,10,0,18,1,8,6,"P12,P02,P06,P07,P04,P10"
1k8e4jlz@outlook.com,20,0,15,1,19,10,12,10,4,18,0,15,20,6,8,"P01,P13,P05,P10,P04,P12"
g42rfffj@outlook.com,17,3,1,0,18,20,16,6,6,10,7,20,11,11,13,"P06,P12,P05,P01,P07,P10"
0ug92lbv@outlook.com,10,20,14,13,7,8,3,4,2,5,13,20,8,12,7,"P02,P12,P03,P04,P11,P14"
pg3do8ep@connect.np.edu.sg,8,20,1,16,10,10,20,14,16,10,2,15,8,6,17,"P02,P07,P12,P04,P09,P12"
0adn5din@outlook.com,13,5,15,10,18,3,18,8,3,12,18,0,8,20,6,"P14,P05,P07,P11,P03,P01"
njpz145l@yahoo.com,3,4,17,9,11,17,13,3,7,18,18,12,12,10,16,"P10,P11,P03,P06,P15,P07"
hyz30ii6@outlook.com,12,16,11,0,5,5,19,13,11,9,6,14,3,5,9,"P07,P02,P12,P08,P01,P03"
kcwlpws4@yahoo.com,20,18,10,19,8,2,8,2,10,15,9,0,7,17,11,"P01,P04,P02,P14,P10,P15"
lxtv394p@yahoo.com,16,2,10,8,7,18,17,14,13,20,5,13,11,15,6,"P10,P06,P07,P01,P14,P09"
otb4x7ti@outlook.com,0,12,9,16,20,19,16,3,0,11,13,9,2,13,9,"P05,P06,P04,P07,P11,P14"
gpl39j4l@connect.np.edu.sg,5,19,16,0,8,20,3,18,6,2,5,17,1,11,11,"P06,P02,P08,P12,P03,P14"
1dltx5s7@yahoo.com,1,13,13,6,17,2,14,11,19,12,8,7,19,6,1,"P09,P13,P05,P07,P02,P03"
2f9u5dw9@yahoo.com,10,12,20,17,3,6,15,15,17,2,15,16,19,17,15,"P03,P13,P04,P09,P14,P15"
zne7wb0p@connect.np.edu.sg,19,13,1,9,10,8,1,8,20,18,19,9,2,2,12,"P09,P01,P11,P10,P02,P15"
6bym6lsw@yahoo.com,20,12,20,14,3,20,15,11,13,0,18,20,13,18,6,"P01,P03,P06,P12,P11,P14"
d00m75vn@yahoo.com,7,1,10,13,0,3,4,1,17,12,7,11,14,6,8,"P09,P13,P04,P10,P12,P03"
9nk8xhlp@yahoo.com,14,3,17,9,13,2,12,1,7,20,10,4,15,17,5,"P10,P03,P14,P13,P01,P05"
2rphx5u8@yahoo.com,13,14,9,12,8,2,14,8,10,14,15,2,7,4,5,"P11,P07,P07,P10,P01,P04"
u0t6ebgj@connect.np.edu.sg,15,1,8,4,19,13,17,3,3,7,12,16,7,0,9,"P05,P07,P12,P01,P06,P11"
