Email,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,Searches
reb5xto9@yahoo.com,10,18,10,7,5,7,5,18,6,15,11,13,16,1,16,"P02,P08,P13,P15,P10,P12"
34vw8gb5@outlook.com,6,12,16,10,20,1,10,20,7,13,11,3,19,10,3,"P05,P08,P13,P03,P10,P12"
ujdiz4tf@outlook.com,11,14,15,13,10,12,18,1,16,2,16,2,14,20,6,"P14,P07,P09,P11,P03,P02"
7dkhg7d8@connect.np.edu.sg,10,8,5,17,16,7,19,11,2,9,0,6,15,6,5,"P07,P04,P05,P13,P08,P01"
wd5se9gj@gmail.com,16,16,7,6,17,5,20,6,10,11,8,15,0,17,11,"P07,P05,P14,P08,P02,P12"
t0ur4cfj@connect.np.edu.sg,20,12,17,16,15,16,12,0,5,5,1,9,10,20,2,"P01,P14,P03,P04,P06,P05"
tysirtzw@connect.np.edu.sg,8,11,0,9,6,5,0,2,18,11,19,4,18,0,5,"P11,P09,P13,P02,P10,P04"
eh297lrl@connect.np.edu.sg,2,10,1,10,4,10,19,9,2,8,19,1,4,7,19,"P07,P11,P15,P02,P04,P06"
q6v0wlrq@gmail.com,7,13,5,10,18,1,5,6,4,12,0,18,14,11,18,"P05,P09,P15,P13,P02,P10"
o4p9uicj@gmail.com,6,9,6,20,14,6,4,11,16,20,6,17,17,1,17,"P04,P10,P12,P13,P15,P08"
2airxiho@connect.np.edu.sg,16,17,5,10,19,5,7,18,18,18,2,17,1,10,10,"P05,P08,P09,P10,P02,P12"
185lej8u@gmail.com,3,8,11,18,12,6,13,8,0,20,12,0,4,10,12,"P10,P04,P07,P05,P11,P15"
jrmwnwmq@gmail.com,20,19,14,0,4,3,16,13,12,12,2,9,9,8,19,"P01,P02,P15,P07,P03,P08"
v7n92yq2@connect.np.edu.sg,6,11,10,20,12,9,17,14,20,4,2,13,15,2,11,"P08,P09,P07,P13,P08,P12"
2wvnxkus@yahoo.com,2,9,15,19,8,20,17,19,17,10,3,4,15,13,13,"P06,P02,P08,P07,P09,P03"
rcfygi1v@yahoo.com,0,5,4,11,6,17,3,5,19,17,4,9,10,7,12,"P09,P06,P10,P15,P09,P13"
obeag98w@outlook.com,18,19,9,20,18,16,0,13,16,19,18,8,3,4,8,"P04,P02,P10,P01,P05,P11"
bfkbjlan@connect.np.edu.sg,18,2,6,15,11,4,16,2,14,2,6,7,3,15,19,"P15,P01,P07,P04,P14,P09"
hwhn0y6l@connect.np.edu.sg,8,0,11,20,16,14,0,15,18,2,1,0,20,5,8,"P04,P13,P09,P05,P08,P06"
4qbbnlpg@gmail.com,20,15,11,20,4,15,11,9,19,3,8,16,12,11,14,"P01,P04,P09,P12,P02,P06"
a7vgwwvr@yahoo.com,7,5,1,13,13,2,9,7,19,13,3,19,18,20,11,"P14,P09,P12,P13,P04,P07"
6yd09w0c@outlook.com,0,6,13,9,6,4,7,0,0,17,15,7,2,8,16,"P10,P15,P11,P03,P04,P14"
6mzyz7k0@gmail.com,15,3,5,6,5,2,2,11,3,10,0,15,20,14,3,"P13,P01,P12,P14,P08,P10"
wvyyax8h@gmail.com,18,20,2,6,13,19,5,12,20,12,17,1,5,0,6,"P02,P09,P06,P01,P11,P05"
6dwy0ce5@connect.np.edu.sg,20,11,11,7,16,15,13,6,18,4,1,13,16,7,4,"P01,P09,P05,P13,P06,P07"
87sca6tl@yahoo.com,6,13,17,10,9,18,19,18,13,16,19,5,16,2,3,"P07,P11,P06,P08,P03,P10"
11lvmufw@connect.np.edu.sg,18,12,4,13,10,9,20,0,3,7,8,17,8,2,5,"P07,P01,P12,P04,P02,P05"
we0sowqf@yahoo.com,7,6,14,6,5,11,18,15,3,7,14,5,14,4,1,"P07,P08,P03,P11,P04,P06"
1vrdootx@outlook.com,8,7,9,18,15,0,10,11,18,14,11,3,4,2,13,"P04,P09,P05,P10,P15,P08"
gt8yqf39@gmail.com,10,17,17,5,8,8,20,3,9,0,13,17,17,14,9,"P07,P02,P03,P12,P13,P14"
ug234sfm@yahoo.com,18,8,15,20,7,18,5,14,13,14,19,9,10,12,20,"P04,P15,P11,P01,P10,P03"
08ifeolb@yahoo.com,19,18,11,10,6,10,12,13,16,18,19,12,19,12,10,"P01,P11,P13,P02,P10,P09"
5zyypsa7@outlook.com,8,5,6,1,13,6,12,12,8,10,7,15,20,9,9,"P13,P12,P05,P07,P08,P10"
iuq5jqnl@connect.np.edu.sg,4,8,14,9,20,11,2,1,15,7,16,16,5,12,18,"P13,P15,P11,P12,P09,P03"
0hmevexm@gmail.com,7,6,5,6,6,6,4,5,2,8,18,17,13,0,12,"P11,P09,P13,P15,P10,P01"
wh58jus4@connect.np.edu.sg,12,3,7,8,12,1,5,15,1,17,3,16,2,1,2,"P10,P12,P08,P01,P05,P04"
0t59w7gp@gmail.com,12,15,1,11,14,11,4,3,1,18,11,6,2,2,2,"P10,P02,P05,P08,P04,P06"
06503zdy@gmail.com,2,12,16,16,2,14,7,2,6,7,14,17,7,0,7,"P12,P03,P04,P06,P11,P02"
gzpq7to8@gmail.com,7,10,16,13,8,18,15,5,3,7,14,4,14,0,17,"P06,P15,P03,P07,P11,P13"
l38h8a8k@connect.np.edu.sg,10,19,3,4,12,14,0,16,0,0,15,3,4,4,14,"P02,P08,P11,P06,P15,P05"
agjw8yka@gmail.com,12,3,2,12,0,7,1,18,11,11,20,11,7,16,9,"P11,P08,P14,P01,P04,P09"
29n2o8o8@connect.np.edu.sg,9,13,0,6,5,11,20,10,20,14,13,12,12,9,9,"P07,P09,P10,P02,P11,P12"
mpg9oelr@connect.np.edu.sg,12,16,8,3,6,20,10,8,6,20,12,11,20,12,17,"P06,P10,P13,P15,P02,P01"
s3c7id89@yahoo.com,12,13,11,15,16,1,14,12,15,20,13,20,0,19,3,"P10,P12,P14,P05,P04,P09"
1v5qmn54@gmail.com,0,15,13,4,19,7,0,18,10,10,15,10,20,8,19,"P13,P05,P15,P08,P02,P11"
h20q6ve1@gmail.com,10,5,6,8,13,12,0,20,19,13,3,16,16,16,7,"P08,P09,P12,P13,P14,P05"
nbuy3qqf@yahoo.com,6,4,17,17,6,1,6,8,9,11,14,20,17,16,0,"P12,P03,P04,P13,P14,P11"
s8wdrnbh@gmail.com,12,7,0,13,6,11,7,20,16,3,14,3,9,20,9,"P08,P14,P09,P11,P04,P01"
hnpn18jz@outlook.com,14,17,7,8,9,16,13,2,17,10,19,19,7,14,10,"P11,P12,P02,P09,P08,P01"
jwfq1y5c@gmail.com,5,12,10,17,10,13,0,1,14,6,18,19,6,4,6,"P12,P11,P04,P09,P06,P02"
r2p4z4di@yahoo.com,1,3,1,20,3,6,5,19,7,16,17,4,16,18,10,"P04,P08,P14,P11,P10,P13"
b2miyq0j@gmail.com,15,9,17,10,14,0,19,15,4,10,1,19,7,5,7,"P03,P12,P03,P01,P08,P05"
rgxi7iw6@outlook.com,9,13,18,13,12,18,17,10,13,8,3,10,10,4,1,"P03,P06,P07,P02,P04,P09"
umwl6pjg@gmail.com,15,1,6,12,7,18,10,2,0,17,1,9,8,7,1,"P06,P10,P01,P04,P07,P12"
wod4tey4@gmail.com,6,14,15,11,12,1,9,3,14,13,3,4,18,7,17,"P13,P15,P03,P02,P09,P10"
f4bc099h@yahoo.com,4,5,13,2,2,3,10,12,3,5,0,14,2,5,16,"P15,P12,P03,P08,P07,P02"
xwh6mi8o@connect.np.edu.sg,6,12,19,10,8,18,5,6,6,1,1,0,13,15,15,"P03,P06,P14,P15,P13,P02"
57vhhz3r@gmail.com,3,7,0,6,17,20,0,11,13,17,3,1,4,19,5,"P06,P01,P05,P10,P09,P08"
8nap2mnl@gmail.com,16,15,3,5,14,2,17,7,14,13,13,9,4,3,10,"P07,P01,P02,P05,P09,P10"
u6qen3pr@outlook.com,7,4,4,13,18,1,13,1,5,11,6,14,17,19,5,"P14,P05,P13,P12,P04,P08"
n0nw041c@outlook.com,10,10,16,0,5,13,13,4,10,0,13,18,7,7,11,"P12,P03,P06,P07,P11,P15"
znmrui5k@connect.np.edu.sg,10,3,15,11,12,13,10,19,7,9,17,19,8,20,11,"P14,P08,P12,P11,P03,P06"
1xdi8yup@connect.np.edu.sg,8,3,12,15,15,0,14,6,15,1,7,6,15,2,10,"P04,P05,P09,P13,P07,P03"
1ioy0o3e@yahoo.com,2,0,0,2,2,15,10,8,0,8,3,14,13,18,9,"P14,P06,P12,P13,P07,P15"
4e6irju3@yahoo.com,9,11,5,17,8,16,15,14,13,9,7,3,13,11,19,"P15,P04,P06,P07,P08,P09"
bcgzs8pi@gmail.com,4,18,19,15,6,12,20,7,14,16,19,20,4,13,2,"P07,P12,P03,P11,P02,P10"
4tbmlelv@outlook.com,1,9,12,2,0,1,12,18,13,19,4,9,13,16,4,"P10,P08,P14,P09,P13,P03"
e9qhxt16@gmail.com,8,6,6,10,13,6,15,17,19,7,4,9,10,5,7,"P09,P08,P07,P05,P04,P13"
c8oj4pll@outlook.com,8,12,3,8,4,11,6,20,7,12,8,18,2,5,8,"P08,P12,P02,P10,P06,P01"
k8zikuuq@gmail.com,18,17,15,8,1,11,10,9,19,20,12,12,16,9,5,"P10,P09,P01,P02,P03,P03"
12rqs2v0@connect.np.edu.sg,10,5,9,12,15,9,18,3,20,3,12,11,1,10,12,"P09,P07,P05,P04,P11,P15"
knl9rujv@outlook.com,3,13,6,18,17,7,9,5,11,3,10,18,3,4,6,"P04,P12,P05,P02,P09,P11"
jaw6tret@gmail.com,7,11,20,0,4,9,11,10,8,20,11,2,14,8,12,"P03,P10,P13,P15,P02,P07"
jw97a36k@yahoo.com,19,3,14,7,11,11,15,6,6,1,20,17,0,15,4,"P11,P01,P12,P07,P14,P03"
pmmfav6a@connect.np.edu.sg,0,19,0,19,3,6,10,19,16,20,18,17,4,10,18,"P10,P02,P04,P08,P11,P15"
pex6mlbe@connect.np.edu.sg,11,13,1,3,14,2,6,1,2,16,3,2,13,3,9,"P10,P14,P02,P13,P01,P15"
oot0y0dh@gmail.com,19,17,17,6,6,5,11,16,14,15,19,17,3,4,20,"P15,P15,P11,P02,P03,P12"
4jb0q4d5@gmail.com,8,20,2,1,17,2,0,14,12,1,19,1,4,19,15,"P02,P11,P14,P05,P15,P08"
bichd19q@yahoo.com,20,7,20,10,2,10,16,0,16,16,11,18,15,17,7,"P01,P03,P10,P14,P07,P09"
7j5ag6c9@outlook.com,3,11,0,19,20,14,1,20,14,2,10,4,9,19,7,"P05,P08,P04,P14,P06,P09"
h3zdfv83@outlook.com,8,17,15,8,14,11,2,10,6,20,13,12,14,10,16,"P10,P02,P15,P03,P05,P13"
u3x9qdti@yahoo.com,15,17,1,10,0,17,13,17,6,14,13,1,4,6,16,"P02,P06,P08,P15,P01,P10"
y3bs2ivt@yahoo.com,10,19,16,18,19,20,3,3,3,17,13,7,16,9,16,"P06,P02,P05,P10,P10,P03"
buzyzu4b@yahoo.com,14,2,5,0,12,10,12,0,16,2,13,18,2,7,9,"P12,P09,P01,P11,P05,P07"
mzy36q3q@gmail.com,9,19,9,19,6,20,6,7,19,14,12,1,18,8,16,"P06,P02,P04,P09,P13,P15"
rqammsth@yahoo.com,13,3,4,12,15,8,16,15,2,13,8,20,8,3,20,"P12,P15,P07,P05,P08,P01"
zd8ktnkp@outlook.com,18,10,13,6,17,0,10,19,17,19,19,15,1,15,4,"P08,P10,P11,P01,P05,P09"
7psws1a6@yahoo.com,20,11,18,3,3,13,5,9,13,12,16,3,19,0,2,"P01,P13,P03,P11,P06,P09"
80lbnqr9@outlook.com,14,2,6,7,18,19,20,19,7,17,11,19,17,12,13,"P07,P06,P08,P12,P05,P10"
58jdxow9@outlook.com,12,13,2,20,17,19,4,14,8,19,19,2,19,7,11,"P04,P06,P10,P08,P13,P05"
ijuqo3oe@yahoo.com,13,17,7,14,17,20,2,9,2,20,19,18,18,7,8,"P06,P10,P11,P12,P13,P02"
lwlkn171@gmail.com,10,19,18,11,3,11,5,18,14,19,3,3,10,1,10,"P02,P10,P03,P08,P09,P04"
7ohxflim@gmail.com,2,20,1,17,5,19,10,11,6,0,3,20,12,5,8,"P02,P12,P06,P04,P13,P08"
uue3rf5p@connect.np.edu.sg,1,11,20,6,0,20,16,17,7,10,0,17,6,5,0,"P03,P06,P01,P12,P07,P02"
isw2ulo2@outlook.com,15,8,19,8,2,16,13,8,13,0,13,15,16,12,11,"P03,P06,P13,P01,P12,P07"
23no3syk@yahoo.com,20,9,16,11,7,2,8,4,2,4,20,4,15,2,11,"P04,P11,P03,P13,P04,P15"
6idqdis4@gmail.com,14,14,18,16,10,14,16,11,11,3,12,2,4,13,13,"P03,P04,P07,P01,P06,P06"
oxscxvi6@outlook.com,12,19,0,1,11,10,11,17,11,9,17,2,0,2,18,"P02,P15,P08,P11,P01,P05"
qldjerkq@yahoo.com,2,18,9,1,0,17,12,1,8,15,4,8,16,2,12,"P02,P06,P13,P10,P07,P15"
z19qb33i@yahoo.com,14,3,4,13,0,1,12,0,2,8,7,4,6,1,17,"P15,P01,P04,P07,P10,P11"
gug60upu@yahoo.com,17,16,1,9,5,17,5,12,3,14,8,6,2,13,5,"P01,P06,P02,P10,P14,P08"
998gjazp@outlook.com,5,4,7,15,18,4,15,7,6,12,12,16,9,1,11,"P05,P12,P04,P07,P10,P11"
t1fborl3@gmail.com,5,10,9,3,17,9,15,16,12,10,8,20,7,19,0,"P12,P14,P05,P08,P07,P09"
9e2gqqc0@outlook.com,2,20,9,15,9,8,10,10,6,7,10,14,2,16,14,"P02,P07,P04,P12,P15,P07"
j3p2610z@connect.np.edu.sg,18,10,15,17,20,12,17,0,7,13,19,1,0,10,8,"P05,P11,P01,P04,P07,P03"
4ihv0vma@outlook.com,0,16,17,14,8,17,6,8,0,6,16,20,16,2,8,"P12,P14,P06,P02,P11,P13"
1vadu611@connect.np.edu.sg,11,20,2,2,0,8,14,13,15,20,4,19,5,6,5,"P02,P10,P12,P09,P07,P08"
q9jo1r1n@gmail.com,13,19,5,8,13,16,1,6,11,18,10,0,16,13,7,"P02,P10,P06,P13,P01,P05"
f3k0ez3x@yahoo.com,20,7,0,11,5,10,3,11,2,6,8,2,12,19,0,"P01,P14,P13,P04,P08,P01"
dq69ubds@gmail.com,20,16,15,10,20,13,6,16,2,17,16,16,18,0,18,"P01,P11,P13,P15,P10,P02"
kx8ivf24@yahoo.com,5,11,8,16,1,13,6,2,13,5,19,6,18,14,9,"P11,P13,P04,P14,P06,P09"
ctkgznlr@outlook.com,9,13,4,11,10,6,5,12,14,10,5,20,0,17,8,"P12,P14,P09,P02,P08,P04"
0bfsmk7j@gmail.com,20,5,5,16,5,20,11,4,18,2,0,2,13,3,11,"P01,P06,P09,P04,P13,P07"
nocxv9lq@gmail.com,15,5,9,9,1,12,2,11,0,18,18,11,14,15,17,"P10,P11,P15,P01,P14,P13"
icvswwh8@outlook.com,9,12,12,13,13,13,15,0,3,4,6,2,17,19,11,"P14,P13,P07,P04,P05,P06"
rxj0nksv@outlook.com,11,20,16,11,6,4,12,0,11,13,9,17,15,3,16,"P02,P12,P03,P15,P13,P10"
uvhstn87@connect.np.edu.sg,0,3,4,12,6,13,7,20,17,6,3,3,2,20,6,"P08,P14,P09,P06,P04,P07"
3fft37c6@outlook.com,20,12,1,13,17,3,11,17,0,12,10,2,11,12,15,"P01,P05,P08,P15,P04,P02"
fbblk7ko@yahoo.com,18,17,12,5,3,13,3,9,20,5,10,20,11,19,4,"P09,P12,P14,P01,P02,P06"
82w8u1kc@gmail.com,14,8,6,17,9,11,6,13,3,17,20,14,19,19,10,"P11,P13,P14,P04,P10,P01"
z3b4e58v@outlook.com,17,13,15,15,2,19,8,16,9,13,0,3,14,10,16,"P06,P01,P08,P15,P03,P04"
wl74v0cn@connect.np.edu.sg,18,7,1,6,2,3,9,14,0,3,13,15,9,20,5,"P14,P01,P12,P08,P11,P07"
rhi5ws3m@gmail.com,7,16,13,8,19,17,3,15,11,5,17,8,15,0,9,"P05,P06,P11,P02,P08,P13"
38futuxa@gmail.com,7,10,7,16,0,20,10,3,17,18,19,2,12,13,13,"P06,P11,P10,P09,P04,P14"
wy7m58tr@yahoo.com,0,10,0,20,12,6,6,14,11,19,10,10,1,11,10,"P04,P10,P08,P05,P09,P14"
im46i39v@outlook.com,2,5,7,3,19,7,3,1,13,17,10,2,0,14,3,"P05,P10,P14,P09,P11,P03"
e2h40wmu@outlook.com,6,4,20,15,15,8,0,17,17,1,4,1,16,8,4,"P03,P08,P09,P13,P04,P05"
1gbsaulv@yahoo.com,2,15,7,20,12,18,18,2,15,15,4,10,7,1,15,"P04,P06,P07,P02,P09,P10"
n87pvvq7@outlook.com,8,8,13,17,10,15,7,8,15,9,20,14,6,11,11,"P11,P04,P06,P09,P12,P03"
zdcqt9fe@gmail.com,7,19,13,6,2,15,1,2,3,3,10,15,11,11,16,"P02,P15,P06,P12,P03,P13"
yniff062@gmail.com,0,0,0,16,14,12,17,20,7,3,6,6,18,7,2,"P08,P13,P06,P04,P05,P06"
0io0dxbl@gmail.com,5,14,6,6,19,8,20,13,19,12,15,18,8,11,8,"P07,P05,P09,P07,P11,P02"
i3r7w51b@yahoo.com,17,5,14,9,0,11,16,12,13,9,1,5,4,17,9,"P01,P14,P07,P03,P09,P08"
zgobw0fo@outlook.com,14,16,16,2,20,6,2,2,17,8,8,17,18,19,0,"P05,P14,P13,P09,P12,P02"
19lto6hz@gmail.com,8,15,16,2,6,14,5,16,6,1,10,18,4,9,11,"P12,P03,P08,P02,P06,P15"
s9567en9@connect.np.edu.sg,7,3,12,15,15,1,12,9,19,18,18,9,19,4,4,"P09,P13,P10,P11,P04,P05"
hztmdq56@gmail.com,17,2,17,13,19,17,7,5,0,3,18,16,14,11,7,"P05,P11,P01,P03,P06,P12"
vuhsliky@connect.np.edu.sg,12,12,16,5,4,11,3,6,19,8,19,11,8,11,3,"P09,P11,P03,P01,P02,P06"
z3navsqb@outlook.com,13,6,3,20,5,13,2,17,19,2,20,17,11,8,8,"P04,P11,P09,P08,P12,P01"
9bgpzf09@gmail.com,1,2,19,4,12,4,9,0,8,20,6,2,6,12,5,"P10,P03,P05,P14,P07,P09"
0l1v737r@gmail.com,17,14,15,14,14,3,18,4,15,16,17,11,3,13,14,"P07,P01,P11,P10,P03,P09"
jgedsv9l@connect.np.edu.sg,16,8,14,20,1,8,5,4,17,8,9,20,2,4,16,"P04,P12,P09,P01,P15,P03"
bobrpir1@gmail.com,8,0,15,18,8,11,3,12,15,3,11,3,20,1,10,"P13,P04,P03,P09,P08,P06"
tptym78a@gmail.com,19,1,4,8,1,9,15,2,6,13,12,14,4,5,1,"P01,P07,P12,P10,P11,P06"
ecfc21zz@connect.np.edu.sg,15,7,18,16,6,19,1,14,17,5,4,7,9,7,8,"P06,P03,P09,P04,P01,P08"
590525pv@gmail.com,17,5,16,18,7,14,11,16,12,3,7,2,19,2,12,"P13,P04,P01,P03,P08,P06"
n5fq9kb9@gmail.com,9,7,20,17,5,11,2,1,10,0,7,6,9,5,15,"P03,P04,P15,P06,P09,P01"
vuqc2pg7@yahoo.com,12,19,2,2,2,11,19,13,17,2,16,10,14,20,14,"P14,P02,P07,P09,P11,P13"
1m5xqq27@outlook.com,17,0,10,13,6,18,2,8,1,4,19,8,2,4,17,"P11,P06,P01,P15,P04,P03"
xyjhjvsz@outlook.com,1,11,10,13,16,20,16,13,5,1,15,9,18,9,10,"P06,P13,P05,P07,P11,P04"
b9kr9ra5@connect.np.edu.sg,18,15,19,2,13,14,18,13,7,3,12,20,9,15,4,"P12,P03,P01,P07,P02,P14"
s8znvstp@connect.np.edu.sg,11,4,8,20,18,8,9,4,9,7,4,7,3,0,4,"P15,P05,P01,P07,P09,P03"
9z08s07u@gmail.com,9,11,15,0,1,18,20,18,4,20,14,3,12,16,6,"P07,P10,P06,P08,P14,P03"
4vd4n3m0@connect.np.edu.sg,17,17,13,13,17,17,1,3,8,7,16,18,13,5,18,"P12,P15,P01,P02,P05,P06"
9t63njby@gmail.com,12,17,19,18,11,14,10,4,10,19,1,15,16,17,19,"P10,P10,P15,P04,P02,P14"
arij6opb@yahoo.com,9,1,15,1,4,3,12,17,16,17,7,8,15,4,11,"P08,P10,P09,P03,P13,P07"
bj4pwz6c@outlook.com,7,8,11,12,13,3,0,14,7,1,2,2,8,3,0,"P08,P05,P04,P03,P02,P13"
oxr9tj3m@outlook.com,0,17,19,6,5,9,14,7,20,5,6,4,5,11,4,"P09,P03,P02,P07,P14,P06"
jkn2oijq@connect.np.edu.sg,8,14,14,15,9,2,5,18,5,1,7,15,20,19,19,"P14,P14,P15,P08,P04,P12"
gkdjdggs@gmail.com,10,17,18,19,0,18,17,6,9,0,9,2,4,10,0,"P04,P03,P06,P02,P07,P01"
i1d241mz@yahoo.com,6,19,20,6,15,17,11,12,15,15,1,10,12,15,8,"P03,P02,P06,P05,P09,P10"
yetk4vpv@outlook.com,7,9,5,7,2,3,1,10,2,7,14,18,15,14,9,"P12,P13,P11,P14,P08,P02"
c2pb5jio@connect.np.edu.sg,16,19,12,8,1,0,6,8,5,14,6,15,3,0,18,"P02,P15,P01,P12,P10,P03"
qqnkd5kr@gmail.com,8,2,11,12,1,3,0,8,10,7,9,1,17,11,19,"P15,P13,P04,P03,P14,P09"
ve241b0g@yahoo.com,5,5,2,18,15,0,8,13,3,12,13,20,14,11,11,"P12,P04,P05,P13,P08,P11"
x03knlfw@yahoo.com,14,15,11,15,10,9,1,5,8,3,2,16,10,19,10,"P14,P12,P02,P04,P01,P03"
cyobujlw@outlook.com,16,8,6,14,8,12,11,0,14,6,3,3,0,9,18,"P15,P11,P04,P09,P06,P07"
gavbp8rg@connect.np.edu.sg,6,12,2,17,1,20,2,1,4,1,16,19,8,2,15,"P06,P12,P04,P11,P15,P02"
fvjtt7ak@connect.np.edu.sg,6,3,9,4,11,19,18,4,0,18,3,16,17,5,2,"P06,P07,P10,P13,P12,P05"
zrpx1spf@outlook.com,6,17,5,17,8,19,13,5,7,2,16,13,15,17,15,"P06,P02,P04,P14,P11,P13"
wtsakejd@gmail.com,8,14,18,16,9,19,1,9,4,5,5,17,11,14,14,"P07,P03,P12,P04,P02,P14"
wyfz5ew5@connect.np.edu.sg,12,16,16,15,6,13,16,0,11,10,1,11,15,2,19,"P15,P02,P03,P07,P04,P13"
b2l24rk9@connect.np.edu.sg,16,5,13,11,9,15,15,4,11,0,10,10,9,4,17,"P15,P01,P06,P07,P03,P04"
txnyornx@outlook.com,3,1,17,2,17,0,19,16,19,11,9,12,19,4,7,"P07,P09,P13,P03,P05,P08"
7n2mo537@yahoo.com,5,9,10,7,18,1,14,3,9,15,9,18,20,9,20,"P13,P15,P05,P12,P10,P07"
7nspfzro@gmail.com,18,11,9,16,10,5,11,20,12,10,0,4,2,10,13,"P08,P01,P04,P15,P09,P02"
gkq99l6h@gmail.com,0,4,5,17,11,7,16,8,16,17,20,16,17,17,2,"P11,P04,P10,P13,P14,P07"
a5jvgmhm@gmail.com,5,10,14,12,18,9,15,3,3,2,1,19,16,13,3,"P12,P05,P13,P07,P03,P14"
ih5nzbzn@yahoo.com,0,12,14,5,7,9,6,18,15,4,8,17,10,1,8,"P08,P12,P09,P03,P02,P13"
nkdvbnf8@connect.np.edu.sg,11,11,1,5,6,20,19,16,3,11,11,6,5,7,5,"P06,P07,P08,P01,P02,P10"
4razrqp0@gmail.com,3,10,7,4,11,18,2,11,14,13,7,9,5,17,13,"P06,P14,P09,P10,P15,P05"
8q63tb8i@gmail.com,9,7,14,11,8,13,14,1,2,1,18,10,7,18,4,"P08,P14,P03,P07,P06,P04"
ca4vh1z8@outlook.com,9,0,14,0,18,14,7,9,4,15,4,11,9,10,15,"P05,P10,P15,P03,P06,P12"
ll1s7pdo@connect.np.edu.sg,10,9,11,2,20,9,20,17,0,6,10,1,16,18,4,"P05,P07,P14,P08,P13,P03"
byfsfien@connect.np.edu.sg,18,18,7,6,6,4,16,11,5,5,14,14,14,5,7,"P01,P02,P07,P11,P12,P13"
xkiwjmz2@yahoo.com,12,14,4,9,14,0,3,1,11,18,16,16,1,10,19,"P15,P10,P11,P12,P02,P05"
leujewz9@connect.np.edu.sg,1,12,10,4,3,10,14,18,13,9,6,6,7,7,7,"P08,P07,P09,P02,P03,P06"
57w0vyw9@gmail.com,0,7,8,17,0,1,19,8,0,7,16,7,18,6,9,"P07,P13,P04,P11,P15,P03"
2j6rtma6@outlook.com,4,8,9,0,16,9,9,6,6,19,12,7,15,17,1,"P10,P14,P05,P13,P11,P03"
591fltok@outlook.com,13,6,0,7,6,0,12,15,17,8,16,12,1,8,19,"P15,P09,P11,P08,P01,P07"
gaafy2rr@gmail.com,3,13,7,19,13,14,15,14,15,2,14,17,3,10,17,"P04,P12,P15,P07,P09,P06"
uk7bmxhl@connect.np.edu.sg,9,14,14,6,19,20,8,0,16,20,9,14,5,1,13,"P06,P10,P05,P09,P02,P03"
g4exp9an@yahoo.com,9,17,6,1,10,17,0,10,11,16,4,17,1,6,14,"P02,P06,P12,P10,P15,P09"
4zaqc7yo@gmail.com,14,17,16,13,1,18,13,3,18,7,7,7,3,13,17,"P06,P09,P02,P15,P03,P01"
p8lz4pff@connect.np.edu.sg,3,6,4,1,17,4,20,1,6,16,13,19,14,15,7,"P07,P02,P05,P10,P14,P13"
kz958ybq@gmail.com,6,11,15,12,5,15,8,15,8,19,12,2,12,3,3,"P10,P03,P06,P08,P04,P11"
dy5536k7@yahoo.com,1,20,2,18,12,10,20,3,14,18,14,10,9,13,6,"P02,P07,P04,P10,P09,P11"
gja5iks4@gmail.com,12,16,18,19,13,2,6,0,6,19,11,11,7,10,13,"P04,P10,P03,P02,P05,P15"
jycwnoga@yahoo.com,7,14,20,18,19,9,6,2,9,12,11,11,12,15,5,"P03,P05,P04,P14,P02,P10"
omzbet2l@yahoo.com,7,15,9,16,20,18,10,16,11,12,20,14,19,16,6,"P05,P11,P13,P06,P04,P08"
n7xkiuf4@gmail.com,18,19,14,1,12,4,18,4,6,7,0,10,16,18,15,"P02,P01,P07,P14,P13,P15"
84qdlbjp@outlook.com,15,7,6,12,12,5,13,6,4,20,4,12,7,13,6,"P10,P01,P07,P14,P04,P05"
b65f69rd@yahoo.com,17,6,9,12,15,3,5,13,3,8,20,2,16,12,1,"P11,P01,P13,P05,P08,P04"
siel2th3@connect.np.edu.sg,1,11,1,4,15,20,18,11,4,8,4,1,14,11,0,"P06,P07,P05,P13,P02,P08"
zf0g8wu0@connect.np.edu.sg,11,19,16,2,11,4,4,3,10,1,6,12,2,15,2,"P02,P03,P14,P12,P01,P05"
fl5luv9q@connect.np.edu.sg,2,3,9,19,16,8,1,10,5,17,2,1,8,7,14,"P04,P10,P05,P15,P08,P03"
rc4uhh3w@connect.np.edu.sg,5,15,7,0,2,18,1,8,17,9,3,9,18,20,16,"P14,P06,P13,P06,P15,P02"
mjreawdi@gmail.com,20,3,17,12,8,16,10,12,17,11,1,2,20,12,10,"P01,P13,P03,P09,P06,P04"
enii6cbf@gmail.com,18,18,2,6,10,20,17,7,17,11,12,17,0,14,2,"P06,P01,P02,P07,P09,P12"
3op3y8ju@connect.np.edu.sg,19,12,16,11,11,11,0,12,16,18,0,18,6,14,18,"P01,P10,P12,P04,P03,P09"
j103qrp5@gmail.com,17,14,10,20,7,14,9,17,7,6,9,19,11,19,8,"P04,P12,P14,P01,P08,P02"
6sk4qcl3@outlook.com,11,10,19,11,9,11,1,10,1,19,1,18,5,13,10,"P03,P10,P12,P14,P01,P04"
zx7numlu@yahoo.com,11,10,17,11,7,12,6,0,11,11,11,18,19,17,20,"P15,P13,P12,P03,P14,P06"
ih1bri0l@outlook.com,5,2,13,4,14,12,6,13,17,11,20,14,13,7,20,"P11,P15,P09,P05,P12,P03"
